"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 01, 2018","370.74","373.66","374.56","370.05","-","-0.97%"
"Jul 31, 2018","374.38","371.97","375.56","371.96","-","0.90%"
"Jul 30, 2018","371.05","371.86","374.62","370.59","-","-0.23%"
"Jul 27, 2018","371.89","374.03","374.47","371.08","-","-0.36%"
"Jul 26, 2018","373.23","370.93","373.95","369.76","-","0.61%"
"Jul 25, 2018","370.98","368.20","371.44","365.68","-","0.78%"
"Jul 24, 2018","368.12","365.82","370.01","365.82","-","1.30%"
"Jul 23, 2018","363.41","365.49","365.55","362.87","-","-0.50%"
"Jul 20, 2018","365.25","364.99","366.42","363.45","-","-0.41%"
"Jul 19, 2018","366.75","368.20","368.20","364.24","-","-0.61%"
"Jul 18, 2018","368.99","368.90","370.34","368.34","-","0.02%"
"Jul 17, 2018","368.93","363.58","369.98","363.47","-","1.32%"
"Jul 16, 2018","364.13","367.55","367.75","363.17","-","-0.80%"
"Jul 13, 2018","367.05","366.66","368.24","366.27","-","-0.01%"
"Jul 12, 2018","367.07","367.44","368.23","365.48","-","0.22%"
"Jul 11, 2018","366.27","371.04","371.04","364.70","-","-1.69%"
"Jul 10, 2018","372.55","369.61","372.77","369.61","-","0.84%"
"Jul 09, 2018","369.46","367.70","369.54","367.53","-","0.94%"
"Jul 06, 2018","366.01","363.78","367.14","362.05","-","0.47%"
"Jul 05, 2018","364.28","362.56","364.63","360.91","-","0.96%"
"Jul 03, 2018","360.80","364.15","366.39","360.40","-","-0.33%"
"Jul 02, 2018","361.98","361.46","362.52","359.20","-","-0.46%"
"Jun 29, 2018","363.65","363.85","368.13","363.60","-","0.23%"
"Jun 28, 2018","362.82","361.75","363.58","358.68","-","0.44%"
"Jun 27, 2018","361.23","363.28","368.32","361.23","-","-0.36%"
"Jun 26, 2018","362.55","362.21","363.62","361.04","-","0.36%"
"Jun 25, 2018","361.24","365.96","365.96","358.10","-","-1.46%"
"Jun 22, 2018","366.59","363.35","367.62","363.35","-","1.38%"
"Jun 21, 2018","361.61","364.53","364.70","360.79","-","-0.99%"
"Jun 20, 2018","365.24","367.43","367.50","363.78","-","-0.39%"
"Jun 19, 2018","366.67","369.61","369.61","363.27","-","-1.82%"
"Jun 18, 2018","373.45","372.53","374.02","370.93","-","-0.26%"
"Jun 15, 2018","374.44","375.91","375.91","371.62","-","-0.63%"
"Jun 14, 2018","376.80","377.94","378.32","375.38","-","0.09%"
"Jun 13, 2018","376.45","380.63","380.84","376.06","-","-1.08%"
"Jun 12, 2018","380.57","380.44","381.80","379.16","-","0.15%"
