"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 31, 2008","193.77","194.59","195.19","193.38","93.82M","-0.50%"
"Jul 30, 2008","194.74","191.89","194.95","191.53","82.60M","1.47%"
"Jul 29, 2008","191.92","191.13","192.06","190.31","76.17M","0.40%"
"Jul 28, 2008","191.16","191.52","193.39","190.40","73.96M","-0.19%"
"Jul 25, 2008","191.52","192.71","193.63","191.21","79.57M","-0.62%"
"Jul 24, 2008","192.71","194.01","194.69","190.19","98.34M","-0.67%"
"Jul 23, 2008","194.01","198.57","198.57","193.02","89.97M","-2.30%"
"Jul 22, 2008","198.57","198.80","200.83","197.82","74.95M","-0.12%"
"Jul 21, 2008","198.80","196.47","199.48","195.43","74.29M","1.19%"
"Jul 18, 2008","196.47","194.82","199.00","194.09","98.27M","0.85%"
"Jul 17, 2008","194.82","198.00","198.00","193.09","106.46M","-1.61%"
"Jul 16, 2008","198.00","201.85","202.26","196.98","91.05M","-1.91%"
"Jul 15, 2008","201.85","202.83","203.32","200.01","99.13M","-0.48%"
"Jul 14, 2008","202.83","205.50","206.80","202.59","66.90M","-1.30%"
"Jul 11, 2008","205.50","207.22","208.03","203.61","81.16M","-0.83%"
"Jul 10, 2008","207.22","206.21","207.52","205.90","83.70M","0.49%"
"Jul 09, 2008","206.21","204.38","207.49","204.38","90.68M","0.90%"
"Jul 08, 2008","204.38","203.44","205.59","201.95","110.18M","0.42%"
"Jul 07, 2008","203.52","205.29","207.46","201.80","93.60M","-0.86%"
"Jul 03, 2008","205.29","206.81","208.85","205.06","57.22M","-0.73%"
"Jul 02, 2008","206.81","208.04","210.24","206.81","83.88M","-0.59%"
"Jul 01, 2008","208.04","206.74","208.77","204.00","102.42M","0.63%"
"Jun 30, 2008","206.74","202.14","207.87","201.93","113.74M","2.28%"
"Jun 27, 2008","202.14","203.39","204.82","201.51","111.03M","-0.61%"
"Jun 26, 2008","203.39","208.93","208.93","203.39","93.51M","-2.71%"
"Jun 25, 2008","209.05","208.06","210.06","207.95","82.25M","0.48%"
"Jun 24, 2008","208.06","208.76","208.94","207.60","78.95M","-0.36%"
