"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 26, 2007","155.61","160.63","161.16","155.39","82.76M","-3.13%"
"Nov 23, 2007","160.63","159.02","160.63","159.02","31.83M","1.01%"
"Nov 21, 2007","159.03","161.80","161.80","158.99","73.15M","-1.71%"
"Nov 20, 2007","161.80","161.20","162.93","160.38","97.78M","0.37%"
"Nov 19, 2007","161.20","166.58","166.58","160.30","121.90M","-3.23%"
"Nov 16, 2007","166.58","165.45","168.95","165.45","161.03M","0.68%"
"Nov 15, 2007","165.45","166.30","167.72","164.90","95.81M","-0.51%"
"Nov 14, 2007","166.30","167.72","168.91","165.88","102.54M","-0.85%"
"Nov 13, 2007","167.72","163.83","167.86","163.83","87.08M","2.37%"
"Nov 12, 2007","163.83","165.52","166.03","163.67","78.00M","-1.02%"
"Nov 09, 2007","165.52","166.23","167.91","164.37","107.99M","-0.43%"
