"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 17, 2000","409.72","409.72","409.72","409.72","-","1.31%"
"Oct 16, 2000","404.41","404.41","404.41","404.41","-","1.62%"
"Oct 13, 2000","397.98","397.98","397.98","397.98","-","-1.08%"
"Oct 12, 2000","402.31","402.31","402.31","402.31","-","-0.01%"
"Oct 11, 2000","402.34","402.34","402.34","402.34","-","0.40%"
"Oct 10, 2000","400.75","400.75","400.75","400.75","-","2.05%"
"Oct 09, 2000","392.69","392.69","392.69","392.69","-","-0.98%"
"Oct 06, 2000","396.59","396.59","396.59","396.59","-","-0.63%"
"Oct 05, 2000","399.11","399.11","399.11","399.11","-","2.45%"
"Oct 04, 2000","389.56","389.56","389.56","389.56","-","-1.65%"
"Oct 03, 2000","396.08","396.08","396.08","396.08","-","0.28%"
"Oct 02, 2000","394.98","394.98","394.98","394.98","-","-1.18%"
"Sep 29, 2000","399.70","399.70","399.70","399.70","-","0.67%"
"Sep 28, 2000","397.04","397.04","397.04","397.04","-","0.94%"
"Sep 27, 2000","393.33","393.33","393.33","393.33","-","-0.00%"
"Sep 26, 2000","393.34","393.34","393.34","393.34","-","-0.88%"
"Sep 25, 2000","396.85","396.85","396.85","396.85","-","-0.45%"
"Sep 22, 2000","398.66","398.66","398.66","398.66","-","2.98%"
"Sep 21, 2000","387.13","387.13","387.13","387.13","-","3.17%"
"Sep 20, 2000","375.24","375.24","375.24","375.24","-","0.32%"
"Sep 19, 2000","374.03","374.03","374.03","374.03","-","0.28%"
"Sep 18, 2000","372.99","372.99","372.99","372.99","-","-0.34%"
"Sep 15, 2000","374.28","374.28","374.28","374.28","-","-0.38%"
"Sep 14, 2000","375.72","375.72","375.72","375.72","-","-0.37%"
"Sep 13, 2000","377.12","377.12","377.12","377.12","-","0.85%"
"Sep 12, 2000","373.95","373.95","373.95","373.95","-","0.70%"
"Sep 11, 2000","371.35","371.35","371.35","371.35","-","0.30%"
"Sep 08, 2000","370.23","370.23","370.23","370.23","-","0.49%"
"Sep 07, 2000","368.42","368.42","368.42","368.42","-","1.60%"
"Sep 06, 2000","362.63","362.63","362.63","362.63","-","-2.39%"
"Sep 05, 2000","371.52","371.52","371.52","371.52","-","-2.51%"
"Sep 01, 2000","381.07","381.07","381.07","381.07","-","0.07%"
"Aug 31, 2000","380.82","380.82","380.82","380.82","-","0.50%"
"Aug 30, 2000","378.93","378.93","378.93","378.93","-","0.22%"
"Aug 29, 2000","378.11","378.11","378.11","378.11","-","-1.20%"
"Aug 28, 2000","382.69","382.69","382.69","382.69","-","-0.73%"
"Aug 25, 2000","385.49","385.49","385.49","385.49","-","0.85%"
"Aug 24, 2000","382.23","382.23","382.23","382.23","-","0.16%"
"Aug 23, 2000","381.61","381.61","381.61","381.61","-","0.73%"
"Aug 22, 2000","378.86","378.86","378.86","378.86","-","-0.60%"
"Aug 21, 2000","381.14","381.14","381.14","381.14","-","1.56%"
"Aug 18, 2000","375.29","375.29","375.29","375.29","-","-2.19%"
"Aug 17, 2000","383.70","383.70","383.70","383.70","-","0.55%"
"Aug 16, 2000","381.60","381.60","381.60","381.60","-","0.76%"
"Aug 15, 2000","378.72","378.72","378.72","378.72","-","-0.29%"
"Aug 14, 2000","379.81","379.81","379.81","379.81","-","-0.23%"
"Aug 11, 2000","380.69","380.69","380.69","380.69","-","0.90%"
"Aug 10, 2000","377.31","377.31","377.31","377.31","-","0.72%"
"Aug 09, 2000","374.62","374.62","374.62","374.62","-","-4.91%"
"Aug 08, 2000","393.96","393.96","393.96","393.96","-","-0.12%"
"Aug 07, 2000","394.43","394.43","394.43","394.43","-","-0.42%"
"Aug 04, 2000","396.09","396.09","396.09","396.09","-","-0.51%"
"Aug 03, 2000","398.14","398.14","398.14","398.14","-","0.15%"
"Aug 02, 2000","397.53","397.53","397.53","397.53","-","0.98%"
"Aug 01, 2000","393.68","393.68","393.68","393.68","-","3.90%"
"Jul 31, 2000","378.92","378.92","378.92","378.92","-","-1.07%"
"Jul 28, 2000","383.03","383.03","383.03","383.03","-","0.04%"
"Jul 27, 2000","382.88","382.88","382.88","382.88","-","2.28%"
"Jul 26, 2000","374.33","374.33","374.33","374.33","-","-1.34%"
"Jul 25, 2000","379.40","379.40","379.40","379.40","-","-2.21%"
"Jul 24, 2000","387.98","387.98","387.98","387.98","-","2.39%"
"Jul 21, 2000","378.92","378.92","378.92","378.92","-","0.83%"
"Jul 20, 2000","375.80","375.80","375.80","375.80","-","-1.36%"
"Jul 19, 2000","381.00","381.00","381.00","381.00","-","-1.40%"
"Jul 18, 2000","386.42","386.42","386.42","386.42","-","-0.88%"
"Jul 17, 2000","389.85","389.85","389.85","389.85","-","2.37%"
"Jul 14, 2000","380.81","380.81","380.81","380.81","-","-1.73%"
"Jul 13, 2000","387.52","387.52","387.52","387.52","-","-3.75%"
"Jul 12, 2000","402.63","402.63","402.63","402.63","-","-1.50%"
